title,author,publisher,year,pages,rating,ratings_count,description,image,download_link,file_info,price,currency,preview_link,info_link,source,platform,category,contents,toc_source
Biological and Bio-inspired Nanomaterials: Properties and Assembly Mechanisms,Sarah Perrett,Springer Singapore,2019,0,3.9,83,"
This book summarizes naturally occurring and designed bio-inspired molecular building blocks assembled into nanoscale structures. It covers a fascinating array of biomimetic and bioinspired materials, including inorganic nanozymes, structures formed by DNA origami, a wide range of peptide and protein-based nanomaterials, as well as their applications in diagnostics and therapeutics. The book elucidates the mechanism of assembly of these materials and characterisation of their mechanical and physico-chemical properties which inspires readers not only to exploit the potential applications of nanomaterials, but also to understand their potential risks and benefits. It will be of interest to a broad audience of students and researchers spanning the disciplines of biology, chemistry, engineering, materials science, and physics.  ",,https://1lib.in/dl/5402876/2c5522,"PDF, 12.56 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Biological, Diagnostic and Therapeutic Advances in Alzheimer's Disease: Non-Pharmacological Therapies for Alzheimer's Disease",Ghulam Md Ashraf,Springer Singapore,2019,0,3.7,122,"
This book discusses the latest research into the highly prevalent neurodevelopmental disease most commonly associated with aging: Alzheimer’s disease (AD). Even after years of research, Alzheimer’s disease is still far from being cured. It presents a range of common symptoms in the form of behavioral and cognitive impairments. This book describes the symptoms and the biology behind them. The contents covers latest findings on the genetics involved and various factors and pathways influencing disease development. It also covers various non-pharmacological therapies like immunotherapy, use of natural products, and employing nanotechnology in both the detection and treatment of AD. This book also highlights the role of diet and nutrition in healthy aging. Given its scope, it offers a valuable asset for researchers and clinicians alike.  ",,https://1lib.in/dl/5402845/ad00ac,"PDF, 7.59 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Bio-Mechanical,Lindsey E.M.,Unknown,2019,0,3.5,285,,,https://1lib.in/dl/5280977/95e815,"EPUB, 236 KB",0.0,USD,,,Goodreads / Z-Library,EPUB,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Bio-Mechanical (Irons and Works Book 4),E.M. Lindsey [Lindsey,Unknown,2019,0,3.6,117,,,https://1lib.in/dl/11155122/861b67,"PDF, 799 KB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Biomechanical Principles on Force Generation and Control of Skeletal Muscle and their Applications in Robotic Exoskeleton,Yuehong Yin,CRC Press,2020,0,3.8,271,,,https://1lib.in/dl/5326909/00d17e,"PDF, 24.45 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Black & Decker Codes for Homeowners, Updated 3rd Edition: Electrical - Mechanical - Plumbing - Building - Current with 2015-2017 Codes",Bruce A. Barker,Cool Springs Press,2015,240,3.8,1004,"
                    What is the proper clearance for an egress window? Does flexible duct have to be supported every four feet or five? Can vent pipe terminations be located near operable doors and windows? The difference between a code-compliant fixture and an egregious violation is often smaller than you think. You may have friends, family, or neighbors who claim to know, but how can you be sure? Is it worth taking their advice against future violations, fees, and fixes?The completely updated Codes for Homeowners is here to help. Written by International Residential Codesâ??certified home inspector Bruce Barker, this third edition of Codes for Homeowners is current with most national codes in force for the period of 2015 through 2017.Based on his decades of experience, Inspector Bruce Barker has winnowed down the massive heap of codes in force to only those that a single-family homeowner is likely to encounter. Building codes, electrical codes, plumbing codes, and mechanical (HVAC) codes are shown and described in everyday, easy-to-understand language. This third edition includes all of the great information in the first version but is updated to reflect any changes to codes, including the 2014 National Electrical Code, the 2015 Universal Plumbing Code, and the 2015 International Residential Code.                ",,https://1lib.in/dl/3320493/79b459,"PDF, 76.74 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Electrical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Blockchain and Web 3.0: Social, Economic, and Technological Challenges (Routledge Studies in Science, Technology and Society)",Massimo Ragnedda (editor),Routledge,2019,334,3.8,95,"
Blockchain is no longer just about bitcoin or cryptocurrencies in general. Instead, it can be seen as a disruptive, revolutionary technology which will have major impacts on multiple aspects of our lives. The revolutionary power of such technology compares with the revolution sparked by the World Wide Web and the Internet in general. Just as the Internet is a means of sharing information, so blockchain technologies can be seen as a way to introduce the next level: sharing value.  Blockchain and Web 3.0 fills the gap in our understanding of blockchain technologies by hosting a discussion of the new technologies in a variety of disciplinary settings. Indeed, this volume explains how such technologies are disruptive and comparatively examines the social, economic, technological and legal consequences of these disruptions. Such a comparative perspective has previously been underemphasized in the debate about blockchain, which has subsequently led to weaknesses in our understanding of decentralized technologies.  Underlining the risks and opportunities offered by the advent of blockchain technologies and the rise of Web 3.0, Blockchain and Web 3.0 will appeal to researchers and academics interested in fields such as sociology and social policy, cyberculture, new media and privacy and data protection. ",,https://1lib.in/dl/5604393/7d6dd1,"PDF, 3.51 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Bluetooth Low Energy in iOS Swift: Your Guide to Programming the Internet of Things,Tony Gaitatzis,Unknown,2018,355,3.9,323,,,https://1lib.in/dl/3435758/1df3a9,"PDF, 10.28 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Programming,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Boatowner's Mechanical and Electrical Manual.  Repair and Improve Your Boat's Essential Systems,Nigel Calder,Adlard Coles,2017,2963,3.8,681,"
                    This manual takes both novice and experienced boatowner through minor to major repairs of electrical systems, engines, electronics, steering systems, generators, pumps, cookers, spars and rigging. When it was first published in 1990, the Boatowners Mechanical & Electrical Manual broke new ground. It was hailed as the first truly DIY manual for boatowners and has sold in its thousands ever since. There have been significant changes in boat systems since then, particularly electrical systems, and this fourth edition has been fully updated to reflect these developments and expand its predecessors worldwide popularity.AZW3PDF:                ",,https://1lib.in/dl/2934462/f82081,"PDF, 132.82 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Electrical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Bone and Muscle: Structure, Force, and Motion (The Human Body)",Kara Rogers,Unknown,2010,267,3.9,374,,,https://1lib.in/dl/946267/97b1a6,"PDF, 4.05 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Breast cancer : diagnostic imaging and therapeutic guidance,médecin. Uwe Fischer,Unknown,2018,239,4.0,97,,,https://1lib.in/dl/5611245/36d000,"PDF, 37.37 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Bridge decks : design, construction, rehabilitation, replacement",Neal H Bettigole,Amer Society of Civil Engineers,1997,127,3.6,312,"
                    This book is a comprehensive reference for the evaluation, testing, selection, and examination of relevant design criteria and alternatives for bridge decks, which appear in the AASHTO/LRFD design specifications. Important challenges to civil engineers, such as life cycle cost analysis, and constructability, particularly as related to maintaining traffic during deck replacement, are discussed. The authors discuss why the use of standard bridge deck designs is not always possible on bridge rehabilitation projects. This practical reference will aid busy engineers in dealing with the major changes that will mandate much greater attention to deck selection and design in the future. For example, most future bridge projects will involve rehabilitation or replacement\=which makes traffic maintenance a major issue\=and life cycle cost analysis is quickly becoming mandatory in the U.S. This guide is intended to be used throughout the development of any construction project involving bridges                ",,https://1lib.in/dl/2460440/0222fb,"PDF, 5.43 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Civil,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Bridge Engineering: Rehabilitation, and Maintenance of Modern Highway Bridges",Demetrios Tonias,McGraw-Hill Professional,2006,493,3.6,151,"
                    The very latest coverage of the enitre bridge engineering process        Written for new and experienced highway engineers, this master resource offers the most complete and practical treatment available for every aspect of highway bridge design, rehabilitation, and maintenance. From initial concept all the way to final contract documentation preparation, Bridge Engineering presents a clear and detailed road map to the entire bridge engineering process.                ",,https://1lib.in/dl/1108550/b581db,"PDF, 8.78 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Civil,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Bridgecourse Physics Arihant for self study after class 10 Boards Part 1 upto page 267 by Vikas Jain IIT JEE Engineering Medical Foundation KVPY Olympiad,Vikas Jain,Arihant,2018,272,3.5,443,"
                    Bridgecourse Physics Arihant for self study after class 10 Boards Part 1 upto page 267 by Vikas Jain IIT JEE Engineering Medical Foundation KVPY Olympiad                ",,https://1lib.in/dl/3602376/e526b0,"PDF, 71.55 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Civil,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Build Your Own CNC Machine (Technology in Action),James Floyd Kelly,Apress,2009,240,4.0,262,"
                    Build Your Own CNC Machine is a groundbreaking book targeted at the growing number of hobbyists wanting to fabricate wood and metal parts of their own design in their home workshops. Lead author Patrick Hood-Daniel is creator of buildyourcnc.com and is well-known for his affordable, easy-to-build designs for home CNC machines. His videos on CNC machines are watched by tens of thousands of hobbyists. Each one of those viewers, and each of his website visitors represents a potential sale of this book.  The interest in hobbyist-level CNC machines is real and growing. In addition to the author’s own site, a Google search on ""cnc for the home"" will turn up many other sites dedicated to this new market, including solsylva.com, homecnc.info, cnczone.com, hobbycnc.com, ktmarketing.com/CNC.html, and more. Articles about CNC for them home can be found on Make Magazine’s website (makezine.com), and at Engadget.com. CNC technology is becoming affordable for the average person, and the many creative people who like to design and build things are taking notice and jumping onto the CNC bandwagon.                ",,https://1lib.in/dl/1049242/4608aa,"PDF, 10.55 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Build Your Own Low-Power Transmitters: Projects for the Electronics Experimenter,Rudolf F. Graf Professional Technical Writer,Newnes,2001,305,3.6,516,"
                    Rudolf Graf and William Sheets have written a book containing twenty low-power (LP) transmitter projects, perfect for the electronics hobbyist and radio experimenter. Now that the FCC has changed its regulations about ""pirate"" transmissions, more and more people are setting up radio and video stations for broadcast from their homes. Build Your Own Low-Power Transmitters addresses applications for hobbyist broadcasting of AM, SSB, TV, FM Stereo and NBFM VHF-UHF signals with equipment the reader can build himself for thousands of dollars less than similar equipment sold on the retail market. The authors also fully explore the legal limits and ramifications of using the equipment as well as how to get the best performance for optimum range. The key advantage is referencing a low-cost source for all needed parts, including the printed circuit board, as well as the kit.                ",,https://1lib.in/dl/562190/f80ba6,"PDF, 9.00 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Electrical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Building a Game with Unity and Blender: Learn how to build a complete 3D game using the industry-leading Unity game development engine and Blender, the graphics software that gives life to your ideas",Lee Zhi Eng,Packt Publishing,2015,250,3.7,406,"
                    In the wake of the indie game development scene, game development tools are no longer luxury items costing up to millions of dollars but are now affordable by smaller teams or even individual developers. Among these cutting-edge applications, Blender and Unity stand out from the crowd as a powerful combination that allows small-to-no budget indie developers or hobbyists alike to develop games that they have always dreamt of creating.  Starting from the beginning, this book will cover designing the game concept, constructing the gameplay, creating the characters and environment, implementing game logic and basic artificial intelligence, and finally deploying the game for others to play. By sequentially working through the steps in each chapter, you will quickly master the skills required to develop your dream game from scratch.                ",,https://1lib.in/dl/2734054/c120e7,"PDF, 6.52 MB",0.0,USD,,,Goodreads / Z-Library,PDF,AI/ML,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Building for Eternity: The History and Technology of Roman Concrete Engineering in the Sea,C.J. Brandon,Oxbow Books,2014,368,3.9,385,"
                    One marker of the majesty of ancient Rome is its surviving architectural legacy, the stunning remains of which are scattered throughout the circum-Mediterranean landscape. Surprisingly, one truly remarkable aspect of this heritage remains relatively unknown. There exists beneath the waters of the Mediterranean the physical remnants of a vast maritime infrastructure that sustained and connected the western world's first global empire and economy. The key to this incredible accomplishment and to the survival of structures in the hostile environment of the sea for two thousand years was maritime concrete, a building material invented and then employed by Roman builders on a grand scale to construct harbor installations anywhere they were needed, rather than only in locations with advantageous geography or topography.  This book explains how the Romans built so successfully in the sea with their new invention. The story is a stimulating mix of archaeological, geological, historical and chemical research, with relevance to both ancient and modern technology. It also breaks new ground in bridging the gap between science and the humanities by integrating analytical materials science, history, and archaeology, along with underwater exploration. The book will be of interest to anyone interested in Roman architecture and engineering, and it will hold special interest for geologists and mineralogists studying the material characteristics of pyroclastic volcanic rocks and their alteration in seawater brines. The demonstrable durability and longevity of Roman maritime concrete structures may be of special interest to engineers working on cementing materials appropriate for the long-term storage of hazardous substances such as radioactive waste.  A pioneering methodology was used to bore into maritime structures both on land and in the sea to collect concrete cores for testing in the research laboratories of the CTG Italcementi Group, a leading cement producer in Italy, the University of Berkeley, and elsewhere. The resulting mechanical, chemical and physical analysis of 36 concrete samples taken from 11 sites in Italy and the eastern Mediterranean have helped fill many gaps in our knowledge of how the Romans built in the sea. To gain even more knowledge of the ancient maritime technology, the directors of the Roman Maritime Concrete Study (ROMACONS) engaged in an ambitious and unique experimental archaeological project - the construction underwater of a reproduction of a Roman concrete pier or pila. The same raw materials and tools available to the ancient builders were employed to produce a reproduction concrete structure that appears to be remarkably similar to the ancient one studied during ROMACON's fieldwork between 2002-2009.  This volume reveals a remarkable and unique archaeological project that highlights the synergy that now exists between the humanities and science in our continuing efforts to understand the past. It will quickly become a standard research tool for all interested in Roman building both in the sea and on land, and in the history and chemistry of marine concrete. The authors also hope that the data and observations it presents will stimulate further research by scholars and students into related topics, since we have so much more to learn in the years ahead.                ",,https://1lib.in/dl/2611003/f2c5bc,"PDF, 20.22 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Building from waste : recovered materials in architecture and construction,Dirk E. Hebel,Birkhäuser,2014,200,4.0,434,"
                    This is a conceptual and practical look into materials and products which use waste as a renewable resource for architectural, interior, and industrial design. The inventory ranges from marketed products to advanced research and development, organized along the manufacturing processes: densified, reconfigured, transformed, designed and cultivated materials. A product directory presents all materials and projects according to their functional uses.                ",,https://1lib.in/dl/2612782/0ca543,"PDF, 26.60 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Building Intelligent Cloud Applications: Develop Scalable Models Using Serverless Architectures with Azure,John Biggs,O’Reilly Media,2019,154,4.2,310,"
                    Serverless computing is radically changing the way we build and deploy applications. With cloud providers running servers and managing machine resources, companies now can focus solely on the application’s business logic and functionality. This hands-on book shows experienced programmers how to build and deploy scalable machine learning and deep learning models using serverless architectures with Microsoft Azure.

You’ll learn step-by-step how to code machine learning into your projects using Python and pre-trained models that include tools such as image recognition, speech recognition, and classification. You’ll also examine issues around deployment and continuous delivery including scaling, security, and monitoring.

This book is divided into four parts:
• Cloud-based development: learn the basics of serverless computing with machine learning, functions as a service (FaaS), and the use of APIs
• Adding intelligence: create serverless applications using Azure Functions; learn how to use pre-built machine-learning and deep-learning models
• Deployment and continuous delivery: get up to speed with Azure Kubernetes Service, as well as Azure Security Center, and Azure Monitoring
• Application examples: deliver data at the edge, build conversational interfaces, and use convolutional neural networks for image classification                ",,https://1lib.in/dl/5239560/5e70c4,"PDF, 9.09 MB",0.0,USD,,,Goodreads / Z-Library,PDF,AI/ML,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Building Materials, Third Edition",S.K. Duggal,Unknown,2009,542,3.8,406,"
                    This book highlights: mechanical and physical properties of various materials with emphasis on strength and durability; influence of various factors on these properties; causes of defects, their prevention and remedies; and, testing procedures of materials. This edition includes: materials changes in chapters dealing with cement, concrete, lime and many others; updated testing procedures; numerous revision of data and substitutions; and, smart and composite materials as a separate chapter. The book would serve as a through text for undergraduate students of civil engineering, architecture and construction technology. Practising engineers, architects and contractors would also find it a valuable reference source.                ",,https://1lib.in/dl/931785/2ca97c,"PDF, 7.66 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Building Wireless Sensor Networks: with ZigBee, XBee, Arduino, and Processing",Robert Faludi,O'Reilly Media,2010,0,3.8,75,,,,"PDF, 40.06 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Networking,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Buried Waste in the Seabed; Acoustic Imaging and Bio-toxicity,Philippe Blondel,Springer,2006,244,4.0,118,"
                    Buried waste on the seabed is a major source of pollution. But, very often, waste sites are not known until aserious problem occurs, or are not adequately mapped. Recent examples around Europe include WWI and WWII ammunition dump sites (e.g. Beufort Dyke in the UK), dumped nuclear submarines in the Arctic Seas, clandestine or hidden toxic-waste in the Baltic Sea and the North Sea.. Even if properly documented, waste sites evolve with time (dumped material can movewith currents and tides, especially on a scale of decades; toxic-material barrels can corrode and leak). This book shows the results of a concerted EU-funded effort to tackle this problem and find innovative ways to identify and map toxic waste sites ona the seabed, whether they have been covered with sediments or not. These results are applicable to any region on the seabed in the entire world.                ",,https://1lib.in/dl/679034/526837,"PDF, 7.05 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Business Communication: Developing Leaders for a Networked World,Peter W. Cardon,McGraw-Hill Education,2017,608,3.8,391,"
                    The Business Communication field is at a crossroads as communication technologies are reshaping how people communicate in the workplace. ""Business Communication: Developing Leaders for a Networked World,"" by Peter Cardon, puts students at the center of business communication through the author's unique focus on credibility woven throughout the textbook chapters, forward looking vision built on traditional concepts, and practitioner and case-based approach. Students are more likely to read and reflect on the text, and are better positioned to understand the essentials of efficient and effective business communication, thereby transforming them into leaders for a networked world.                ",,https://1lib.in/dl/5007171/83cc65,"PDF, 46.54 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Networking,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Business Intelligence Strategy and Big Data Analytics. A General Management Perspective,Steve Williams,Morgan Kaufmann,2016,240,3.9,336,"
Business Intelligence Strategy and Big Data Analytics is written for business leaders, managers, and analysts - people who are involved with advancing the use of BI at their companies or who need to better understand what BI is and how it can be used to improve profitability.  It is written from a general management perspective, and it draws on observations at 12 companies whose annual revenues range between $500 million and $20 billion.  Over the past 15 years, my company has formulated vendor-neutral business-focused BI strategies and program execution plans in collaboration with manufacturers, distributors, retailers, logistics companies, insurers, investment companies, credit unions, and utilities, among others.  It is through these experiences that we have validated business-driven BI strategy formulation methods and identified common enterprise BI program execution challenges. In recent years, terms like “big data and “big data analytics have been introduced into the business and technical lexicon.  Upon close examination, the newer terminology is about the same thing that BI has always been about: analyzing the vast amounts of data that companies generate and/or purchase in the course of business as a means of improving profitability and competitiveness.  Accordingly, we will use the terms BI and business intelligence throughout the book, and we will discuss the newer concepts like big data as appropriate.  More broadly, the goal of this book is to share methods and observations that will help companies achieve BI success and thereby increase revenues, reduce costs, or both.Provides ideas for improving the business performance of one’s company or business functionsEmphasizes proven, practical, step-by-step methods that readers can readily apply in their companiesIncludes exercises and case studies with road-tested advice about formulating BI strategies and program plans ",,https://1lib.in/dl/2800978/28b6d5,"PDF, 6.07 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Cloud/DevOps,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Business risk and simulation modelling in practice : using Excel, VBA and @RISK",Rees,John Wiley & Sons,2015,464,4.0,436,"
The complete guide to the principles and practice of risk quantification for business applications.  The assessment and quantification of risk provide an indispensable part of robust decision-making; to be effective, many professionals need a firm grasp of both the fundamental concepts and of the tools of the trade.  Business Risk and Simulation Modelling in Practice  is a comprehensive, in–depth, and practical guide that aims to help business risk managers, modelling analysts and general management to understand, conduct and use quantitative risk assessment and uncertainty modelling in their own situations. Key content areas include:  Detailed descriptions of risk assessment processes, their objectives and uses, possible approaches to risk quantification, and their associated decision-benefits and organisational challenges. Principles and techniques in the design of risk models, including the similarities and differences with traditional financial models, and the enhancements that risk modelling can provide. In depth coverage of the principles and concepts in simulation methods, the statistical measurement of risk, the use and selection of probability distributions, the creation of dependency relationships, the alignment of risk modelling activities with general risk assessment processes, and a range of Excel modelling techniques. The implementation of simulation techniques using both Excel/VBA macros and the @RISK Excel add-in. Each platform may be appropriate depending on the context, whereas the core modelling concepts and risk assessment contexts are largely the same in each case. Some additional features and key benefits of using @RISK are also covered.   Business Risk and Simulation Modelling in Practice  reflects the author′s many years in training and consultancy in these areas. It provides clear and complete guidance, enhanced with an expert perspective. It uses approximately one hundred practical and real-life models to demonstrate all key concepts and techniques; these are accessible on the companion website. ",,https://1lib.in/dl/2650454/8398ac,"PDF, 29.88 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
C Programming for Microcontrollers Featuring ATMEL's AVR Butterfly and the free WinAVR Compiler,Joe Pardue,Smiley Micros,2005,300,4.1,1454,"
                    Do you want a low cost way to learn C programming for microcontrollers? This book shows you how to use Atmel’s $19.99 AVR Butterfly board and the FREE WinAVR C compiler to make a very inexpensive system for using C to develop microcontroller projects.     Students will find the thorough coverage of C explained in the context of microcontrollers to be an invaluable learning aide. Professionals, even those who already know C, will find many useful tested software and hardware examples that will speed their development work.    In addition to an in-depth coverage of C, the book has projects for:• Port I/O reading switches and blinking LEDs• UART communication with a PC• Using interrupts, timers, and counters• Pulse Width Modulation for LED brightness and motor speed control• Creating a Real Time Clock• Making music• ADC: Analog to Digital Conversion• DAC: Digital to Analog Conversion• Voltage, light, and temperature measurement• Making a slow Function Generator and Digital Oscilloscope• LCD programming• Writing a Finite State Machine    CD contains all the source code, the free WinAVR C compiler, AVRStudio, and lots of other useful things.                ",,https://1lib.in/dl/527014/5b2151,"PDF, 1.52 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Electrical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Calculus 1 Course in Mathematics for the IIT JEE and Other Engineering Exams,Chaube,Pearson,2018,413,3.8,666,,,https://1lib.in/dl/3520776/1fed20,"PDF, 7.13 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Canal Automation for Irrigation Systems (ASCE Manuals and Reports on Engineering Practice (MOP)131),Task Committee on Recent Advances in Canal Automation of the Irrigation Delivery and Drainage Systems Committee of the Irrigation and Drainage Council of the Environmental and Water Resources Institute of ASCE,American Society of Civil Engineers,2014,280,3.8,330,"
                    Prepared by the Task Committee on Recent Advances in Canal Automation of the Irrigation Delivery and Drainage Systems Committee of the Irrigation and Drainage Council of the Environmental and Water Resources Institute of ASCE. Canal Automation for Irrigation Systems focuses on the technical aspects of modernizing irrigation systems through use of automated canal control systems. Canal automation has always offered an opportunity to save water and improve the efficiency of irrigation water supply projects or irrigation district operations. Recent technological and engineering advances now enable more accurate control of water deliveries throughout all parts of an irrigation project. Using information collected from irrigation systems around the world in conjunction with new advances in control theory research, this Manual of Practice examines how and when to implement canal automation within the context of canal modernization. Topics include: the modernization process, constraints, and concepts; survey of irrigation physical infrastructure; SCADA systems; control operation concepts; canal hydraulic properties; control methods; verification of controller performance; and implementation of control systems. MOP 131 is an essential reference for professionals in agriculture and irrigation engineering, as well as owners, managers, and operators of irrigation water delivery systems.                ",,https://1lib.in/dl/2609214/b3fd43,"PDF, 4.93 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Game/Graphics,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Carrots and Related Vegetable Umbelliferae (Crop Production Science in Horticulture, Volume 10)",C F Quiros,CABI,1999,304,3.8,439,"
                    This book series describes the scientific principles of the biology and production of major horticultural crops, considered on a world-wide basis. This volume considers the vegetable Umbelliferae, particularly carrots, celery, fennel, parsley and parsnip. It also provides brief coverage of lesser known vegetable Umbelliferae such as coriander, chervil and skirret as well as herbs such as dill, anise, caraway and cumin.                ",,https://1lib.in/dl/1049758/283552,"PDF, 12.95 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Case Studies in Mechanical Engineering: Decision Making, Thermodynamics, Fluid Mechanics and Heat Transfer",Stuart Sabol,Wiley,2016,250,4.0,606,"
Using a case study approach, this reference tests the reader’s ability to apply engineering fundamentals to real-world examples and receive constructive feedback Case Studies in Mechanical Engineering provides real life examples of the application of engineering fundamentals.  They relate to real equipment, real people and real decisions.  They influence careers, projects, companies, and governments.  The cases serve as supplements to fundamental courses in thermodynamics, fluid mechanics, heat transfer, instrumentation, economics, and statistics.  The author explains equipment and concepts to solve the problems and suggests relevant assignments to augment the cases. Graduate engineers seeking to refresh their career, or acquire continuing education will find the studies challenging and rewarding.  Each case is designed to be accomplished in one week, earning up to 15 hours of continuing education credit.  Each case study provides methods to present an argument, work with clients, recommend action and develop new business.  Key features:  Highlights the economic consequences of engineering designs and decisions. Encourages problem solving skills. Application of fundamentals to life experiences. Ability to practice with real life examples.  Case Studies in Mechanical Engineering is a valuable reference for mechanical engineering practitioners working in thermodynamics, fluid mechanics, heat transfer and related areas. ",,https://1lib.in/dl/2746851/5d9fb4,"PDF, 9.66 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Data Science,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Case studies of rehabilitation, repair, retrofitting, and strengthening of structures",International Association for Bridge and Structural Engineering,International Association for Bridge and Structural Engineering,2010,180,4.0,191,,,https://1lib.in/dl/2349855/f0b10a,"PDF, 4.07 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
